asvID,Kingdom,Phylum,Class,Order,Family,Genus,Species
asv5594,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,gandavensis
asv5595,Bacteria,Actinobacteriota,Actinobacteria,PeM15,NA,NA,NA
asv5596,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,NA
asv5597,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
asv5598,Bacteria,Patescibacteria,Microgenomatia,Candidatus Gottesmanbacteria,NA,NA,NA
asv5599,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,NA
asv5600,Archaea,Halobacterota,Halobacteria,Halobacterales,Halomicrobiaceae,Halomarina,NA
asv5601,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
asv5602,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
asv5603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
asv5604,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA
asv5605,Bacteria,NA,NA,NA,NA,NA,NA
asv5606,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
asv5607,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,NA
asv5609,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5610,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv5611,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,NA,NA
asv5612,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,NA
asv5613,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
asv5615,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,NA,NA
asv5616,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Gemmata,NA
asv5617,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,NA,NA
asv5618,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
asv5619,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marivirga,atlantica
asv5620,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv5621,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5622,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,NA
asv5625,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,NA
asv5626,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv5627,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5628,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv5629,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
asv5630,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
asv5632,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Roseomonas,lacus
asv5633,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
asv5634,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,Puniceispirillales Incertae Sedis,Constrictibacter,NA
asv5635,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5636,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
asv5637,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5638,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),NA,NA,NA
asv5639,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5640,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
asv5641,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,NA
asv5643,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,NA
asv5644,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
asv5645,Archaea,Thermoplasmatota,Thermoplasmata,Marine Group III,NA,NA,NA
asv5646,Bacteria,NA,NA,NA,NA,NA,NA
asv5647,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5648,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,NA,NA,NA
asv5650,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
asv5651,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5652,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanocorpusculaceae,Methanocorpusculum,NA
asv5654,Bacteria,Proteobacteria,Gammaproteobacteria,JG36-TzT-191,NA,NA,NA
asv5655,Bacteria,Acidobacteriota,Subgroup 22,NA,NA,NA,NA
asv5656,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
asv5657,Bacteria,Verrucomicrobiota,Lentisphaeria,SS1-B-02-17,NA,NA,NA
asv5658,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,NA
asv5659,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,NA
asv5660,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5661,Bacteria,Verrucomicrobiota,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,NA
asv5663,Bacteria,Patescibacteria,Parcubacteria,Candidatus Yonathbacteria,NA,NA,NA
asv5664,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
asv5665,Bacteria,Nitrospirota,Thermodesulfovibrionia,NA,NA,NA,NA
asv5666,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,NA
asv5667,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv5668,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5670,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,NA
asv5671,Bacteria,Proteobacteria,Gammaproteobacteria,KI89A clade,NA,NA,NA
asv5672,Bacteria,Patescibacteria,Gracilibacteria,JGI 0000069-P22,NA,NA,NA
asv5673,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,NA,NA,NA
asv5675,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
asv5676,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,NA
asv5677,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv5679,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
asv5680,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
asv5681,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv5682,Bacteria,Proteobacteria,Alphaproteobacteria,Defluviicoccales,NA,NA,NA
asv5683,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5684,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,ruthenica
asv5685,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
asv5687,Bacteria,NA,NA,NA,NA,NA,NA
asv5688,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5690,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Aureispira,NA
asv5691,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Maritalea,porphyrae
asv5692,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv5693,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv5694,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,NA
asv5695,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5696,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5697,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv5699,Bacteria,NA,NA,NA,NA,NA,NA
asv5700,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv5702,Bacteria,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus Endoecteinascidia,NA
asv5704,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,MBIC10086,NA
asv5705,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,NA
asv5706,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,NA,NA
asv5708,Bacteria,Gemmatimonadota,Longimicrobia,Longimicrobiales,Longimicrobiaceae,NA,NA
asv5709,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5710,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Ferrimonas,NA
asv5711,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5712,Bacteria,Patescibacteria,Gracilibacteria,Candidatus Peregrinibacteria,NA,NA,NA
asv5713,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,NA
asv5714,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
asv5715,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,NA
asv5717,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5719,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv5720,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,NA
asv5723,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,NA,NA
asv5724,Bacteria,NA,NA,NA,NA,NA,NA
asv5726,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,cheonhonense
asv5730,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,NA
asv5731,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Dermatophilaceae,Kineosphaera,NA
asv5732,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,NA,NA,NA
asv5733,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,NA
asv5734,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,NA
asv5736,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5737,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Fulvivirga,NA
asv5738,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,NA,NA
asv5743,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
asv5744,Bacteria,Proteobacteria,Alphaproteobacteria,NRL2,NA,NA,NA
asv5745,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavicella,NA
asv5746,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea,marina
asv5747,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,NA,NA,NA
asv5748,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Azoarcus,NA
asv5749,Bacteria,Cyanobacteria,NA,NA,NA,NA,NA
asv5750,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,NA
asv5751,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv5752,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,NA
asv5753,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5756,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
asv5757,Bacteria,Proteobacteria,Gammaproteobacteria,BD7-8,NA,NA,NA
asv5759,Archaea,Nanoarchaeota,Nanoarchaeia,Woesearchaeales,SCGC AAA011-D5,NA,NA
asv5760,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
asv5761,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta 2,NA
asv5763,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5764,Bacteria,Proteobacteria,Alphaproteobacteria,Puniceispirillales,SAR116 clade,NA,NA
asv5765,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter,NA
asv5766,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Richelia HH01,intracellularis
asv5767,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Nocardiaceae,Williamsia,NA
asv5768,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,NA
asv5769,Bacteria,Acidobacteriota,Blastocatellia,Nov-24,NA,NA,NA
asv5770,Bacteria,Patescibacteria,ABY1,Candidatus Komeilibacteria,NA,NA,NA
asv5771,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,NA,NA
asv5772,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-004,NA
asv5773,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,catus
asv5774,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,NA
asv5775,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Intestinimonas,NA
asv5776,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,NA,NA
asv5777,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
asv5778,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5779,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,NA
asv5780,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv5781,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
asv5782,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,NA
asv5783,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ib,NA
asv5784,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,NA
asv5785,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
asv5786,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,NA,NA
asv5788,Bacteria,NA,NA,NA,NA,NA,NA
asv5789,Bacteria,Planctomycetota,Pla4 lineage,NA,NA,NA,NA
asv5792,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudaminobacter,NA
asv5793,Bacteria,Myxococcota,Polyangia,Polyangiales,BIrii41,NA,NA
asv5794,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
asv5795,Bacteria,Patescibacteria,Microgenomatia,Candidatus Amesbacteria,NA,NA,NA
asv5797,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12 marine group,NA,NA
asv5798,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,SCGC AAA164-E04,NA
asv5799,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Prauserella,NA
asv5800,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv5801,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Lutibacter,NA
asv5802,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
asv5803,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5804,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquibacter,NA
asv5805,Bacteria,Planctomycetota,Planctomycetes,Gemmatales,Gemmataceae,Fimbriiglobus,NA
asv5806,Bacteria,Acidobacteriota,Acidobacteriae,Bryobacterales,Bryobacteraceae,Bryobacter,NA
asv5807,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv5808,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,NA,NA
asv5809,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv5810,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,NA,NA
asv5811,Bacteria,Sumerlaeota,Sumerlaeia,Sumerlaeales,Sumerlaeaceae,Sumerlaea,NA
asv5812,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv5813,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,calamicampi
asv5814,Bacteria,Verrucomicrobiota,Omnitrophia,Omnitrophales,Omnitrophaceae,Candidatus Omnitrophus,NA
asv5815,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,NA,NA
asv5816,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,NA,NA
asv5817,Bacteria,Proteobacteria,Gammaproteobacteria,R7C24,NA,NA,NA
asv5818,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5819,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum,NA
asv5820,Bacteria,Actinobacteriota,Actinobacteria,NA,NA,NA,NA
asv5821,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,NA
asv5822,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,NA
asv5823,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,NA
asv5824,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,NA
asv5825,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,NA,NA
asv5826,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,NA,NA,NA
asv5827,Bacteria,Patescibacteria,Microgenomatia,Candidatus Chisholmbacteria,NA,NA,NA
asv5828,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,B1-7BS,NA,NA
asv5829,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA
asv5830,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv5831,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,NA
asv5832,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Siphonobacter,aquaeclarae
asv5833,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Rubritepida,NA
asv5834,Bacteria,Patescibacteria,Parcubacteria,NA,NA,NA,NA
asv5835,Bacteria,Actinobacteriota,Acidimicrobiia,IMCC26256,NA,NA,NA
asv5836,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,NA,NA,NA
asv5837,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv5838,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,NA,NA,NA
asv5839,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,NA,NA
asv5840,Bacteria,Bdellovibrionota,Oligoflexia,0319-6G20,NA,NA,NA
asv5841,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,NA
asv5842,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS 17,NA,NA
asv5843,Bacteria,Patescibacteria,Gracilibacteria,NA,NA,NA,NA
asv5844,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,illinoisensis
asv5845,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,NA,NA
asv5846,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Dinghuibacter,NA
asv5848,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
asv5850,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
asv5852,Bacteria,Planctomycetota,OM190,NA,NA,NA,NA
asv5853,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muriicola,NA
asv5854,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5855,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
asv5857,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,NA,NA
asv5858,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5859,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,NA
asv5860,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NS10 marine group,NA
asv5863,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
asv5864,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5865,Bacteria,Margulisbacteria,NA,NA,NA,NA,NA
asv5868,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,Paenalcaligenes,NA
asv5869,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,NA
asv5871,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfobulbus,NA
asv5872,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Haliscomenobacter,NA
asv5875,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996 marine group,NA
asv5876,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,NA
asv5877,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade,NA
asv5878,Bacteria,Proteobacteria,Gammaproteobacteria,Tenderiales,Tenderiaceae,Candidatus Tenderia,NA
asv5879,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv5880,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,NA
asv5881,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Pirellula,NA
asv5882,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
asv5883,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Lacibacter,NA
asv5884,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,NA,NA,NA
asv5885,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS7 marine group,NA,NA
asv5887,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Chlamydiaceae,NA,NA
asv5888,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prolixibacteraceae,Draconibacterium,NA
asv5889,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5890,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Fodinicurvataceae,NA,NA
asv5891,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,NA
asv5892,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,NA
asv5893,Bacteria,NB1-j,NA,NA,NA,NA,NA
asv5894,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,luti
asv5896,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,NA
asv5897,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Amoebophilaceae,NA,NA
asv5898,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Kiloniellaceae,NA,NA
asv5899,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Algitalea,NA
asv5900,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,NA,NA
asv5901,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,NA,NA
asv5902,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
asv5903,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,oc32,NA
asv5904,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,NA,NA
asv5905,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Flammeovirgaceae,Algivirga,NA
asv5907,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Candidatus Methylopumilus,NA
asv5908,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5909,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,NA,NA,NA
asv5911,Bacteria,NA,NA,NA,NA,NA,NA
asv5912,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,NA
asv5915,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
asv5917,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5) clade,NA
